nom,lat_coor1,x,long_coor1,y,adr_num,adr_voie,com_cp,com_insee,com_nom,acc,acc_lib,acc_pcsec,acc_acc,acc_etg,acc_complt,photo1,photo2,disp_j,disp_h,disp_compl,tel1,tel2,site_email,date_insta,etat_fonct,fab_siren,fab_rais,mnt_siren,mnt_rais,modele,num_serie,id_euro,lc_ped,dtpr_lcped,dtpr_lcad,dtpr_bat,freq_mnt,dispsurv,dermnt,expt_siren,expt_rais,expt_tel1,expt_tel2,expt_email,ref,id,appartenan,dae_mobile,date1insta,chgtpiles
Fnac Montpellier,3.88567009594461,771522.66,43.608533084106,6279232.29,1, rue des Pertuisanes,0,34172,Montpellier, , , , ,0, , , , , , ,334 34 09 06 55, , , , , , , , , , , , , , , , , , , , , , , , ,123, , ,,
Galeries La Fayette,3.88553290689801,771512.11,43.6081092145638,6279185.06,1, rue des Pertuisanes,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 64 83 00, , , , , , , , , , , , , , , , , , , , , , , , ,124, , ,,
Géant casino Prés d'Arènes (Pc Sécurité),3.88808520626918,771745.52,43.5862644458562,6276759.69,504, avenue du mas d'argelliers,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 86 43 69, , , , , , , , , , , , , , , , , , , , , , , , ,125, , ,,
Géant casino Celleneuve (Pc Sécurité),3.83992050905989,767823.56,43.6125224311885,6279635.27,129, bis avenue de Lodève,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 86 43 69, , , , , , , , , , , , , , , , , , , , , , , , ,126, , ,,
Centre Commercial Odysseum,3.92046111883039,774337.29,43.6045260380493,6278819.11,2, place de Lisbonne,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 13 50 55, , , , , , , , , , , , , , , , , , , , , , , , ,127, , ,,
Magasin IKEA,3.92438334078154,774654.53,43.6041477471678,6278780.77, ,Odysseum,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,128, , ,,
Chronopost,3.86885456195379,770203.05,43.5772303288348,6275738.4,1129,  rue de la castelle,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 99 11 03, , , , , , , , , , , , , , , , , , , , , , , , ,129, , ,,
DELL,3.91169364237597,773611.42,43.6184228878598,6280355.28,1, rond-point Benjamin Franklin,0,34172,Montpellier, , , , ,0, , , , , , ,06 58 57 85 24, , , , , , , , , , , , , , , , , , , , , , , , ,130, , ,,
France 3 Sud Montpellier,3.90921456014705,773416.2,43.6145659123288,6279924.34,10, allée John Napier,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 20 30 40, , , , , , , , , , , , , , , , , , , , , , , , ,131, , ,,
France Telecom,3.83704296453264,767560.7,43.6384175373801,6282510.58,245, rue de la Galéra,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 14 66 66, , , , , , , , , , , , , , , , , , , , , , , , ,132, , ,,
Sanofi Aventis,3.82943567841906,766964.21,43.6234283009483,6280838.32,371, rue professeur Blayac,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 77 78 79, , , , , , , , , , , , , , , , , , , , , , , , ,133, , ,,
Veolia Eau,3.91517282386098,773900.47,43.6120967007913,6279655.49,765, rue Henri Becquerel,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 20 73 73, , , , , , , , , , , , , , , , , , , , , , , , ,134, , ,,
Banque de France,3.85350131999517,768922.87,43.6102729686678,6279397.04,98, avenue de Lodève,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 06 79 74, , , , , , , , , , , , , , , , , , , , , , , , ,135, , ,,
Mutuelle des motards,3.84315523323025,768049.23,43.6424574698295,6282964.79,1056, rue de la croix verte,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 72 73 20, , , , , , , , , , , , , , , , , , , , , , , , ,136, , ,,
Mutuelle des motards,3.84351019571161,768077.19,43.6430362841049,6283029.42,1027, rue de la croix verte,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 72 73 20, , , , , , , , , , , , , , , , , , , , , , , , ,137, , ,,
Groupama Sud,3.867481832318,770060.52,43.6031265540167,6278615.14, ,Place Jean antoine de Chaptal,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 34 78 86, , , , , , , , , , , , , , , , , , , , , , , , ,138, , ,,
Montpellier beton SERVANT Prestations,3.89578184236649,772365.39,43.5877632340741,6276933.28,1,rue de la Première Écluse,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 92 15 10, , , , , , , , , , , , , , , , , , , , , , , , ,139, , ,,
Hôtel IBIS Centre Comédie,3.88315926966268,771319.34,43.6089881351732,6279280.59, ,allée Jules Milhau,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 13 29 99, , , , , , , , , , , , , , , , , , , , , , , , ,140, , ,,
Hôtel IBIS Montpellier Sud,3.89172751069681,772036.01,43.5892502415571,6277094.83,164, avenue palavas,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 58 82 30, , , , , , , , , , , , , , , , , , , , , , , , ,141, , ,,
Hotel mercure,3.89407184291324,772200.6,43.6089445188651,6279285.66, ,Carrefour de l'aeroport,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 20 63 63, , , , , , , , , , , , , , , , , , , , , , , , ,142, , ,,
Hotel mercure centre,3.8854753573672,771506.24,43.6090903135975,6279294.04, ,rue de la Spirale,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 99 89 89, , , , , , , , , , , , , , , , , , , , , , , , ,143, , ,,
Hôtel NOVOTEL,3.89234988568983,772085.91,43.5895487282724,6277128.57,125, avenue Palavas,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 52 34 34, , , , , , , , , , , , , , , , , , , , , , , , ,144, , ,,
CRS 56,3.90653256197039,773202.64,43.6122198713679,6279661.13,1, rue Louis Lépine,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 13 17 00, , , , , , , , , , , , , , , , , , , , , , , , ,145, , ,,
Accueil clinique du millenaire Accueil,3.91375495574723,773798.87,43.6020754548258,6278540.48,220, bd penelope,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 53 61 03, , , , , , , , , , , , , , , , , , , , , , , , ,146, , ,,
Accueil clinique du millenaire Urgences,3.91353994702831,773782.25,43.6014966056336,6278475.95,220, bd penelope,0,34172,Montpellier, , , , ,0, , , , , , ,334 99 53 61 03, , , , , , , , , , , , , , , , , , , , , , , , ,147, , ,,
Ametra,3.89226743701407,772056.63,43.6075603899477,6279130.19,201, place de Thessalie,0,34172,Montpellier, , , , ,0, , , , , , ,334 67 84 76 40, , , , , , , , , , , , , , , , , , , , , , , , ,148, , ,,
apec,3.89052747927575,771914.58,43.6087911382346,6279265.38,170, rue leon blum,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,149, , ,,
Arcade SFGE,3.89422319849901,772221.68,43.6019066429198,6278503.66, ,rue de la Constituante,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,150, , ,,
ASPM SECTION AFPS,3.91678045385988,774031.24,43.611353296793,6279574.38,1635, avenue albert Einstein,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,151, , ,,
Cafétéria UFR AES,3.89935221425315,772634.49,43.6030249922346,6278632.65,257-269,rue Vendémiaire,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,152, , ,,
Caisse MSA Languedoc,3.867250286063,770041.98,43.6029957689173,6278600.4,4, place Jean antoine de Chaptal,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,153, , ,,
Centre Mutualiste Neurologique PROPARA,3.83221035574634,767164.84,43.6433843141123,6283058.42,263, rue du Caducée,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,154, , ,,
Communaute d Agglomeration de Montpellier,3.89064145141298,771925.26,43.6076132315809,6279134.58,50, place Zeus,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,155, , ,,
D.D.S.I.S. HERAULT,3.86542464036371,769885.63,43.6103113008688,6279411.78,2, rue Duval-Jouve,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,156, , ,,
DDTM34 - site du Millénaire,3.91125187744154,773583.82,43.6121329795403,6279655.86,233, rue Guglielmo Marconi,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,157, , ,,
Ecole Supérieure Des Beaux Arts,3.88398301810422,771375.65,43.6171934501755,6280193.21,130, rue Yehudi Menuhin,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,158, , ,,
Faculté de Droit,3.87687940434081,770806.4,43.6137133197333,6279800.06, ,rue de l'Ecole Mage,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,159, , ,,
faculte de pharmacie,3.86185837760728,769581.11,43.6239507119399,6280924.41,15, avenue charles flahault,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,160, , ,,
fafsea,3.92771430517088,774915.08,43.6106200937034,6279503.21,2460, avenue albert einstein,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,161, , ,,
Hotel des impots,3.81969693135514,766167.7,43.6323422859628,6281820.74,10, rue de louvois,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,162, , ,,
Inset de Montpellier,3.89825153894021,772544.4,43.6039740534604,6278737.11,76, Place de la révolution,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,163, , ,,
maison agriculture,3.86633331762405,769966.84,43.6038860774514,6278698.53, ,place chaptal,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,164, , ,,
TALCO LR,3.90506059873315,773081.76,43.6138087342656,6279836.34,40, rue de Pinville,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,165, , ,,
Zenith Sud,3.93074699761313,775157.08,43.6128228687641,6279750.89, ,avenue albert Einstein,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,166, , ,,
Action d'Urgence Internationale,3.85255900020707,768866.87,43.593528824292,6277535.38,1401, rue de fontcouverte,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,168, , ,,
Cfpmea,3.89423706945795,772237.02,43.590608758839,6277248.1,501, des metairies de saysset,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,169, , ,,
Amphitheatre d'O,3.83507761857429,767405.95,43.6351213416664,6282142.59,121, rue de la Carriérasse,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,172, , ,,
Bâtiment k Iut montpellier 2,3.85149583197922,768731.25,43.6350358291583,6282147.24,139, avenue d'Occitanie,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,173, , ,,
Bibliotheque st charles,3.87258313923407,770457.26,43.6155361284741,6279998.79, ,rue auguste broussonnet,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,174, , ,,
Centre de formation professionnel croix rouge,3.83009542710286,766996.32,43.6415334938949,6282850.94, ,rue de la valesière,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,175, , ,,
CHRU,3.86151287229827,769546.37,43.6295976589593,6281551.66, ,avenue augustin Fliche,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,176, , ,,
CHRU euromed,3.8350137109333,767392.06,43.6425510750446,6282968.21, ,rue du caduce,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,177, , ,,
CHU Lapeyronie hall d'accueil,3.85207584346259,768783.94,43.6301375251917,6281603.39, ,Pont Lapeyronie,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,179, , ,,
CHRU lapeyronie,3.85081292585135,768680.6,43.6313022653456,6281731.73, ,avenue du doyen gaston giraud,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,178, , ,,
Ipl santé envirronement durable Méditerrranée,3.84083470538795,767859.28,43.6447155958689,6283213.74,778, rue de la croix verte,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,181, , ,,
Les Jardins de Grasse,3.83534242876355,767424.48,43.6375404973304,6282411.66,1482, rue de Saint-Priest,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,182, , ,,
Parcs Nationaux de France,3.87871734331072,770913.12,43.6474178462261,6283547.33,1037, rue Jean François Breton,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,183, , ,,
Cirad,3.86843080997092,770079.27,43.6504884332442,6283879.38, ,avenue agropolis,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,187, , ,,
Boulodrome Bernard Gasset,3.84329173229139,768114.46,43.5967806417754,6277888.73,122, avenue Maurice Planès,0,34172,Montpellier, , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,189, , ,,
IRC KLESIA AGIRC ARRCO,3.88335468668432,771335.08,43.6090204702181,6279284.36,26,allée Jules Milhau,34263,34172,Montpellier, , , , ,0,RDC Immeuble Le triangle, , ,7j/7,24h/24, ,334 67 58 56 46, , , ,En fonctionnement, , , , , , , , , , , , , , , , , , , , ,188,IRC KLESIA AGIRC ARRCO, ,,
GESTARE Foyer d'hebergement d'urgence OUSTAL,3.88173411450129,771205.4,43.6080668596732,6279176.92,14, rue alfred Bruyas,34000,34172,Montpellier,intérieur, , , ,0, , , , , , ,334 67 58 90 21, , , , , , , , , , , , , , , , , , , , , , , , ,193, , ,,
Maison des adolescents de l'hérault (MDA34),3.8781326569264,770917.19,43.6059489536478,6278938.31,9, rue de la république,34000,34172,Montpellier,intérieur, , , ,0, , , , , , ,334 67  92 99 19, , , , , , , , , , , , , , , , , , , , , , , , ,194, , ,,
Boulangerie Patisserie LES PAINS DE MILA,3.8526285382251,768878.91,43.5881764750795,6276940.61,482,avenue du Mondial de rugby,34070,34172,Montpellier,intérieur, , , ,0, , , , , , ,334 67 71 52 13, , , , , , , , , , , , , , , , , , , , , , , , ,195, , ,,
Extra SHOT (salon de thé),3.87914071648409,770991.28,43.6118620114604,6279596.35,44,rue de l'aiguillerie,34000,34172,Montpellier,intérieur, , , ,0, , , , , , ,337 68 20 18 69, , , , , , , , , , , , , , , , , , , , , , , , ,196, , ,,
Au pays du soleil Levant,3.87016772275376,770270.83,43.6085171469819,6279216.6,46,rue du Faubourg du Courreau,0,34172,Montpellier,intérieur, , , ,0, , , , , , ,336 13 72 06 10, , , , , , , , , , , , , , , , , , , , , , , , ,197, , ,,
Zoo de Lunaret,3.87319632529271,770476.1548,43.6404472080779,6282767.7393,50,avenue agropolis,34090,34172,Montpellier,intérieur,non,non,non,0,sac 2, , ,"mardi, mercredi, jeudi, vendredi, samedi, dimanche",Heures ouvrables, ,334 67 54 45 20, , ,2013-09-05,En fonctionnement, ,ZOLL, , ,AED PLUS,X13G616790, , ,2021-02-09,2023-09-09,2023-03-01,Tous les ans, ,2019-04-16,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr,CORNIER,0,Mairie,non,,
Zoo de Lunaret,3.87346840734586,770497.5034,43.6409437259243,6282823.1604, ,avenue agropolis,34090,34172,Montpellier,intérieur,non,non,non,0,Réfectoire personnel, , ,"mardi, mercredi, jeudi, vendredi, samedi, dimanche",Heures ouvrables, ,334 67 54 45 20, , ,2013-09-05,En fonctionnement, ,ZOLL, , ,AED PLUS,X13G616857, , ,2020-10-01,2023-09-09,2022-12-01,Tous les ans, ,2019-05-14,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr,CORNIER,0,Mairie,non,,
Gymnase Jean Bouin,3.82081921967322,766257.7753,43.6327880433471,6281871.2189,-,Avenue du Biterrois,34080,34172,Montpellier,interieur,non,non,non,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 75 44 43, , ,2019-11-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J212182, , ,2021-10-26,2024-11-03,2024-11-01,Tous les ans, ,2019-11-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,0,Mairie,non,,
Centre Culturel Rabelais,3.88032026773112,771087.9776,43.6106902122358,6279467.1862,29,boulevard Sarrail,34000,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 34 71 33, , ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215337, , ,2021-08-17,2024-12-28,2024-12-01,2019-12-01, ,Tous les ans,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,76,Mairie,non,,
 ,3.86982233698134,770237.7162,43.6127835439949,6279690.429,"1 place Jacques Mirouse, MONTPELLIER","1 place Jacques Mirouse, MONTPELLIER",34000,34172,Montpellier,intérieur,non,non,non,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,,
Maison pour tous André Chamson,3.83522303051943,767448.0725,43.6092732449105,6279270.1539,105,rue Gustave Eiffel,34070,34172,Montpellier,intérieur,non,non,oui,0, , , ,"lundi, mardi, mercredi, jeudi, vendredi",Heures ouvrables, ,334 67 75 10 55, , ,2019-12-01,En fonctionnement, ,ZOLL, , ,AED PLUS,X19J215924, , ,2021-08-17,2024-12-28,2024-12-01,Tous les ans, ,2019-12-01,213401722,personne morale,334 67 34 70 00, ,mairie@ville-montpellier.fr, ,118,Mairie, ,,
